eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid,properties.name,properties.color,properties_color,properties.group_name,properties.group_id,properties.radius,properties.headline,properties.article,place,geometry.type,geometry.coordinates
-1060442900,2008,3,3,217,United States,North America,Washington,Woodinville,47.754265,-122.163458,"3/3/2008: A group of individuals associated with the ELF burned down a number of million-dollar show homes.  Explosives were found at the scene by investigators. The event occurred in Woodinville, a suburb north of Seattle, Washington, United States.  Fire bombs were used to ignite the building.  A spray painted sign was left behind with ""ELF"" and ""Build Green? Nope Black!"" painted on it.  The homes were located near the headwaters at Bear Creek.  The area is home to an endangered type of salmon and activists had expressed concerns that not enough was being done to protect the environment in the area.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Construction,United States,Earth Liberation Front (ELF),"The assailants left behind a banner stating that the homes were not made using eco-friendly practices.  In addition, the housing development was near a headwaters housing endangered salmon.  The project had been criticized for the potential impact it may have on this area.",-99.0,0.0,1.0,Incendiary,,"Although sources state that the houses burnt down, authorities also found explosive devices in the houses, which they were able to remove.",0.0,0.0,0.0,Major (likely >= $1 million but < $1 billion),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Earth Liberation Front (ELF),"    <div id='article_container'>    <h2>Earth Liberation Front (ELF)</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >3/3/2008: A group of individuals associated with the ELF burned down a number of million-dollar show homes.  Explosives were found at the scene by investigators. The event occurred in Woodinville, a suburb north of Seattle, Washington, United States.  Fire bombs were used to ignite the building.  A spray painted sign was left behind with ""ELF"" and ""Build Green? Nope Black!"" painted on it.  The homes were located near the headwaters at Bear Creek.  The area is home to an endangered type of salmon and activists had expressed concerns that not enough was being done to protect the environment in the area.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 1.0</p>    <p><b>Target:</b> Business    </div>","Woodinville, Washington",Point,"[-122.163458, 47.754265]"
-1060402908,2008,3,6,217,United States,North America,New York,New York City,40.697132,-73.931351,"03/06/2008:  A small explosion hit a Armed Forces Career Center in New York's Time Square at 3:43 a.m.  No one was reportedly injured or killed by the blast that broke a glass window and a door.  The NYPD stated that the source of the explosion was an ""improvised explosive device.""  No one or group claimed responsibility for the blast.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Military,Military Barracks/Base/Headquarters/Checkpost,United States,Unknown,To attack U.S. military interests.,1.0,0.0,0.0,Explosives,,The device was improvised.,0.0,0.0,0.0,Minor (likely < $1 million),,Bombing/Explosion,#D25302,#D25302,Bombing/Explosion,3,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #D25302'>Bombing/Explosion</h2></div>    <p >03/06/2008:  A small explosion hit a Armed Forces Career Center in New York's Time Square at 3:43 a.m.  No one was reportedly injured or killed by the blast that broke a glass window and a door.  The NYPD stated that the source of the explosion was an ""improvised explosive device.""  No one or group claimed responsibility for the blast.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Military    </div>","New York City, New York",Point,"[-73.931351, 40.697132]"
-1059392907,2008,4,7,217,United States,North America,Missouri,Kansas City,39.176086,-94.574127,"4/7/2008: On Monday, an electricity pylon was cut through with a propane torch in the 8100 block of Wilson Road in Kansas City, Missouri. The pylon did not fall over as the intention was. The wheel assembly of a nearby rail car was also cut. No group claimed responsibility for the attack but police suspect eco-terrorists.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Electricity,United States,Unknown,The specific motive for the attack is unknown or was not reported.,-99.0,0.0,0.0,Incendiary,,A propane torch was used to cut the poles.,0.0,0.0,0.0,Minor (likely < $1 million),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >4/7/2008: On Monday, an electricity pylon was cut through with a propane torch in the 8100 block of Wilson Road in Kansas City, Missouri. The pylon did not fall over as the intention was. The wheel assembly of a nearby rail car was also cut. No group claimed responsibility for the attack but police suspect eco-terrorists.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Utilities    </div>","Kansas City, Missouri",Point,"[-94.574127, 39.176086]"
-1059392906,2008,4,7,217,United States,North America,Missouri,Kansas City,39.176086,-94.574127,"4/7/2008: On Monday, the wheel assembly of a nearby rail car was cut with a propane torch in the 8100 block of Wilson Road in Kansas City, Missouri. No group claimed responsibility for the attack but police suspect eco-terrorists.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Transportation,Train/Train Tracks/Trolley,United States,Unknown,The specific motive for the attack is unknown or was not reported.,-99.0,0.0,0.0,Incendiary,,A propane torch was used to cut the wheel assembly of a rail car.,0.0,0.0,0.0,Minor (likely < $1 million),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >4/7/2008: On Monday, the wheel assembly of a nearby rail car was cut with a propane torch in the 8100 block of Wilson Road in Kansas City, Missouri. No group claimed responsibility for the attack but police suspect eco-terrorists.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Transportation    </div>","Kansas City, Missouri",Point,"[-94.574127, 39.176086]"
-1059242901,2008,4,22,217,United States,North America,Florida,Miami Beach,25.793095,-80.134904,"4/23/2008: On Tuesday, at 0230, the Chabad House synagogue at 2410 Pinetree Drive in Miami Beach, Florida was set on fire. No group claimed responsibility for the arson and there were no reported casualties.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,The specific motive for the attack is unknown or was not reported.,-99.0,0.0,0.0,Incendiary,,The synagogue was set on fire.,0.0,0.0,0.0,Major (likely >= $1 million but < $1 billion),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >4/23/2008: On Tuesday, at 0230, the Chabad House synagogue at 2410 Pinetree Drive in Miami Beach, Florida was set on fire. No group claimed responsibility for the arson and there were no reported casualties.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Religious Figures/Institutions    </div>","Miami Beach, Florida",Point,"[-80.134904, 25.793095]"
-1059212902,2008,4,25,217,United States,North America,California,San Diego,32.715695,-117.161719,"4/25/2008: On Friday, at 0200, a bomb exploded at a FedEx building in San Diego, California and shattered the glass door of the building. Authorities found a second bomb in the parking lot and detonated it. No group claimed responsibility for the bombing and there were no reported casualties.",1,1,1,1.0,1.0,0.0,Bombing/Explosion,,,Business,Multinational Corporation,United States,Unknown,The specific motive for the attack is unknown or was not reported.,-99.0,0.0,0.0,Explosives,,Two explosive devices were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),,Bombing/Explosion,#D25302,#D25302,Bombing/Explosion,3,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #D25302'>Bombing/Explosion</h2></div>    <p >4/25/2008: On Friday, at 0200, a bomb exploded at a FedEx building in San Diego, California and shattered the glass door of the building. Authorities found a second bomb in the parking lot and detonated it. No group claimed responsibility for the bombing and there were no reported casualties.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Business    </div>","San Diego, California",Point,"[-117.161719, 32.715695]"
-1058202895,2008,5,26,217,United States,North America,Oregon,Medford,42.32356,-122.875614,"05/26/2008: On Monday, at 2300, three assailants left an IED on a yard in Medford, Oregon, United States. The letters ""KKK"" and a cross were also burned into the grass. No casualties were reported. David Moss and Devin Klauseger were arrested and charged in connection with the attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,House/Apartment/Residence,United States,Ku Klux Klan,The specific motive for the attack is unknown.,3.0,2.0,0.0,Incendiary,Explosives,Fire was used to burn the grass.,0.0,0.0,0.0,Minor (likely < $1 million),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Ku Klux Klan,"    <div id='article_container'>    <h2>Ku Klux Klan</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >05/26/2008: On Monday, at 2300, three assailants left an IED on a yard in Medford, Oregon, United States. The letters ""KKK"" and a cross were also burned into the grass. No casualties were reported. David Moss and Devin Klauseger were arrested and charged in connection with the attack.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Private Citizens & Property    </div>","Medford, Oregon",Point,"[-122.875614, 42.32356]"
-1057322904,2008,6,14,217,United States,North America,New Mexico,Deming,32.268085,-107.75867,"06/14/2008: On Saturday evening at 20:30, a booby trap of thin wires stretched across a dirt road was discovered and safely dismantled in a remote stretch of the southern New Mexico desert near Deming, United States. The device was composed of two sections of thin wire strung tight across the road, tied to a cattle fence on one side and a mesquite tree on the other, four feet above the ground. It was believed to target U.S. Border Patrol agents riding all terrain vehicles who patrol the area. The nearest Mexican town is the village of Las Chepas, a collection of small houses and abandoned buildings routinely used by drug smugglers as a staging ground. No claim of responsibility was made for the incident.",1,1,1,0.0,0.0,0.0,Unarmed Assault,,,Police,Police Patrol (including vehicles and convoys),United States,Unknown,The specific motive for the attack is unknown.,-99.0,0.0,0.0,Other,,"A booby trap of two sections of thin wire strung tight across the road, tied four feet above the ground to a cattle fence on one side and a mesquite tree on the other was used in the attempted bombing attack.",0.0,0.0,0.0,,,Unarmed Assault,#FDDBB0,#FDDBB0,Unarmed Assault,4,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #FDDBB0'>Unarmed Assault</h2></div>    <p >06/14/2008: On Saturday evening at 20:30, a booby trap of thin wires stretched across a dirt road was discovered and safely dismantled in a remote stretch of the southern New Mexico desert near Deming, United States. The device was composed of two sections of thin wire strung tight across the road, tied to a cattle fence on one side and a mesquite tree on the other, four feet above the ground. It was believed to target U.S. Border Patrol agents riding all terrain vehicles who patrol the area. The nearest Mexican town is the village of Las Chepas, a collection of small houses and abandoned buildings routinely used by drug smugglers as a staging ground. No claim of responsibility was made for the incident.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Police    </div>","Deming, New Mexico",Point,"[-107.75867, 32.268085]"
-1056212882,2008,7,25,217,United States,North America,California,La Jolla,32.832925,-117.271312,"07/25/2008: On Friday, two Neo-Nazi assailants stabbed a young Irish man nine times at a beach party in La Jolla, California, United States, critically injuring the man.  No group claimed responsibility and the man is recovered.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Tourists,Tourist,Ireland,Unknown,The specific motive for the attack is unknown.,2.0,0.0,0.0,Melee,,Knives were used in the attack.,0.0,0.0,1.0,,,Armed Assault,#E84C3D,#E84C3D,Armed Assault,2,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #E84C3D'>Armed Assault</h2></div>    <p >07/25/2008: On Friday, two Neo-Nazi assailants stabbed a young Irish man nine times at a beach party in La Jolla, California, United States, critically injuring the man.  No group claimed responsibility and the man is recovered.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 1.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Tourists    </div>","La Jolla, California",Point,"[-117.271312, 32.832925]"
-1056192911,2008,7,27,217,United States,North America,Tennessee,Knoxville,35.951761,-83.952337,"07/27/2008: On Sunday, a man armed with a shotgun opened fire on a church congregation in Knoxville, Tennesee resulting in the death of two people, and the wounding of seven.  The attack on the Unitarian church was apparently motivated by hatred for progressive social policies.  The suspect was arrested for the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Liberal extremists,The specific motive for the attack is unknown.,1.0,1.0,0.0,Firearms,,A shotgun was used in the attack.,2.0,0.0,7.0,,,Armed Assault,#E84C3D,#E84C3D,Armed Assault,2,2.0,Anti-Liberal extremists,"    <div id='article_container'>    <h2>Anti-Liberal extremists</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #E84C3D'>Armed Assault</h2></div>    <p >07/27/2008: On Sunday, a man armed with a shotgun opened fire on a church congregation in Knoxville, Tennesee resulting in the death of two people, and the wounding of seven.  The attack on the Unitarian church was apparently motivated by hatred for progressive social policies.  The suspect was arrested for the attack.</p>    <p><b>People killed:</b> 2.0 people</p>    <p><b>People Wounded:</b> 7.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Religious Figures/Institutions    </div>","Knoxville, Tennessee",Point,"[-83.952337, 35.951761]"
-1055442889,2008,8,2,217,United States,North America,California,Santa Cruz,36.974025,-122.030954,"08/02/2008: On Saturday, at an unknown time, in Santa Cruz, California, United States, two firebombings targeted two UC-Santa Cruz researchers' property in a string of animal liberation movement actions. A firebomb was ignited on David Feldheim's front porch. Feldheim, a molecular biologist, escaped from a second story window with his family. An adult was treated at the hospital. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,The weapon was a fire bomb.,0.0,0.0,1.0,Unknown,,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Animal Liberation Front (ALF),"    <div id='article_container'>    <h2>Animal Liberation Front (ALF)</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >08/02/2008: On Saturday, at an unknown time, in Santa Cruz, California, United States, two firebombings targeted two UC-Santa Cruz researchers' property in a string of animal liberation movement actions. A firebomb was ignited on David Feldheim's front porch. Feldheim, a molecular biologist, escaped from a second story window with his family. An adult was treated at the hospital. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 1.0.</p>    <p><b>Claimed the attack:</b> 1.0</p>    <p><b>Target:</b> Educational Institution    </div>","Santa Cruz, California",Point,"[-122.030954, 36.974025]"
-1055442876,2008,8,2,217,United States,North America,California,Santa Cruz,36.974025,-122.030954,"08/02/2008: On Saturday morning in Santa Cruz, California, United States, two firebombings targeted two researchers' property in a string of animal liberation movement actions. A car belonging to an unidentified UC-Santa Cruz researcher was destroyed by a firebomb. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility. There were no reported casualties.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,The weapon was a fire bomb.,0.0,0.0,1.0,Unknown,,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Animal Liberation Front (ALF),"    <div id='article_container'>    <h2>Animal Liberation Front (ALF)</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >08/02/2008: On Saturday morning in Santa Cruz, California, United States, two firebombings targeted two researchers' property in a string of animal liberation movement actions. A car belonging to an unidentified UC-Santa Cruz researcher was destroyed by a firebomb. An anonymous communique was posted to Bite Back wherein the Animal Liberation Front accepted responsibility. There were no reported casualties.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 1.0.</p>    <p><b>Claimed the attack:</b> 1.0</p>    <p><b>Target:</b> Educational Institution    </div>","Santa Cruz, California",Point,"[-122.030954, 36.974025]"
-1052412904,2008,11,5,217,United States,North America,Massachusetts,Springfield,42.10125,-72.589294,"11/05/2008: On Wednesday night at or around 0300, three men later identified as Benjamin Haskell, Michael F. Jacques Jr., and Thomas Gleason Jr., set fire to the mostly completed Macedonia Church of God in Christ, a black church, in Springfield, Massachusetts, United States of America, in an attempt to retaliate for the electing of Barack Obama as the first black president of the United States. The three used two five-gallon gasoline cans and walked across the street to set fire to the church, and then fled the scene. Two firefighters were injured while putting out the fire.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,The motive for the attack was the election of Barack Obama.,3.0,3.0,0.0,Incendiary,,The extremists used two five-gallon gasoline cans.,0.0,0.0,2.0,Minor (likely < $1 million),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Unknown,"    <div id='article_container'>    <h2>Unknown</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >11/05/2008: On Wednesday night at or around 0300, three men later identified as Benjamin Haskell, Michael F. Jacques Jr., and Thomas Gleason Jr., set fire to the mostly completed Macedonia Church of God in Christ, a black church, in Springfield, Massachusetts, United States of America, in an attempt to retaliate for the electing of Barack Obama as the first black president of the United States. The three used two five-gallon gasoline cans and walked across the street to set fire to the church, and then fled the scene. Two firefighters were injured while putting out the fire.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 2.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Religious Figures/Institutions    </div>","Springfield, Massachusetts",Point,"[-72.589294, 42.10125]"
-1052322897,2008,11,14,217,United States,North America,California,Hemet,33.74937,-116.967889,"11/14/2008: On Friday, a Hispanic teen was beaten to near death in the Jackson Mobile Home Park, on South Elk Street of Hemet, California. Four white supremacist gang members have been arrested and charged with the beating: Justin Tyme Hayes, 21, Derek Shane O'Brien, 22, Darrin Peter Thibault, 24, and Crystal Lee McCann, 22.",0,1,1,1.0,1.0,0.0,Unarmed Assault,,,Unknown,,Mexico,Neo-Nazi extremists,The specific motive for the attack is unknown.,4.0,0.0,0.0,Melee,,"Hands, feet and fists were used in the melee attack.",0.0,0.0,1.0,Unknown,,Unarmed Assault,#FDDBB0,#FDDBB0,Unarmed Assault,4,0.0,Neo-Nazi extremists,"    <div id='article_container'>    <h2>Neo-Nazi extremists</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #FDDBB0'>Unarmed Assault</h2></div>    <p >11/14/2008: On Friday, a Hispanic teen was beaten to near death in the Jackson Mobile Home Park, on South Elk Street of Hemet, California. Four white supremacist gang members have been arrested and charged with the beating: Justin Tyme Hayes, 21, Derek Shane O'Brien, 22, Darrin Peter Thibault, 24, and Crystal Lee McCann, 22.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 1.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Unknown    </div>","Hemet, California",Point,"[-116.967889, 33.74937]"
-960392902,2009,3,7,217,United States,North America,California,Los Angeles,34.097866,-118.407379,"03/07/2009: Members of the Animal Liberation Brigade set fire to the car of  an neuroscientist working for UCLA,  accusing him of  addicting monkeys to methamphetamines and other  street drugs. The car was parked outside his Westwood residence in California. There were no reported casualties.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,Teacher/Professor/Instructor,United States,Animal Liberation Front (ALF),The specific motive for the attack is unknown.,-99.0,0.0,1.0,Incendiary,,An unknown incendiary device was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),,Facility/Infrastructure Attack,#20365E,#20365E,Facility/Infrastructure Attack,1,0.0,Animal Liberation Front (ALF),"    <div id='article_container'>    <h2>Animal Liberation Front (ALF)</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #20365E'>Facility/Infrastructure Attack</h2></div>    <p >03/07/2009: Members of the Animal Liberation Brigade set fire to the car of  an neuroscientist working for UCLA,  accusing him of  addicting monkeys to methamphetamines and other  street drugs. The car was parked outside his Westwood residence in California. There were no reported casualties.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 1.0</p>    <p><b>Target:</b> Educational Institution    </div>","Los Angeles, California",Point,"[-118.407379, 34.097866]"
-958162910,2009,5,30,217,United States,North America,Arizona,Arivaca,31.577335,-111.331452,"05/30/2009: On Saturday, in Arivaca, Arizona, United States, three assailants broke into the home of Raul Flores and his family. The assailants shot and killed Flores and his nine-year-old daughter, and wounded her mother. Three people were arrested on 06/12/2009 in connection to the attack. They were identified as Shawna Forde, Jason Eugene Bush and Albert Robert Gaxiola. Ford and Bush are founding members of Minuteman American Defense, an anti-illegal immigration group. The victims of the attack were US citizens; however, authorities indicated that the attack was carried out in order to advance the goals of the group. In 2011, Forde and Bush were convicted on charges stemming from their involvement in this attack, and sentenced to death. Gaxiola was convicted and sentenced to two life terms without parole.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Minutemen American Defense,The motive for the attack was to commit a robbery to fund an anti-illegal immigration vigilante group.,3.0,3.0,0.0,Firearms,,Unknown firearms were used in the attack.,2.0,0.0,1.0,,,Armed Assault,#E84C3D,#E84C3D,Armed Assault,2,2.0,Minutemen American Defense,"    <div id='article_container'>    <h2>Minutemen American Defense</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #E84C3D'>Armed Assault</h2></div>    <p >05/30/2009: On Saturday, in Arivaca, Arizona, United States, three assailants broke into the home of Raul Flores and his family. The assailants shot and killed Flores and his nine-year-old daughter, and wounded her mother. Three people were arrested on 06/12/2009 in connection to the attack. They were identified as Shawna Forde, Jason Eugene Bush and Albert Robert Gaxiola. Ford and Bush are founding members of Minuteman American Defense, an anti-illegal immigration group. The victims of the attack were US citizens; however, authorities indicated that the attack was carried out in order to advance the goals of the group. In 2011, Forde and Bush were convicted on charges stemming from their involvement in this attack, and sentenced to death. Gaxiola was convicted and sentenced to two life terms without parole.</p>    <p><b>People killed:</b> 2.0 people</p>    <p><b>People Wounded:</b> 1.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Private Citizens & Property    </div>","Arivaca, Arizona",Point,"[-111.331452, 31.577335]"
-958152895,2009,5,31,217,United States,North America,Kansas,Wichita,37.68698,-97.335579,"05/31/2009: On Sunday morning, in Wichita, Kansas, USA, Dr. George Tiller, an abortion doctor who held a practice, was shot dead in the foyer of the Reformation Lutheran Church. The gunman fired only one shot, fatally wounding Tiller, threatened two others, and then escaped. No damage was reported and no group claimed responsibility. Scott Roeder was convicted for the murder.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Abortion Related,Personnel,United States,Anti-Abortion extremists,The specific motive for the attack is due to the target being an abortion doctor.,1.0,1.0,0.0,Firearms,,Unknown weapons were used in the attack.,1.0,0.0,0.0,,,Armed Assault,#E84C3D,#E84C3D,Armed Assault,2,1.0,Anti-Abortion extremists,"    <div id='article_container'>    <h2>Anti-Abortion extremists</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #E84C3D'>Armed Assault</h2></div>    <p >05/31/2009: On Sunday morning, in Wichita, Kansas, USA, Dr. George Tiller, an abortion doctor who held a practice, was shot dead in the foyer of the Reformation Lutheran Church. The gunman fired only one shot, fatally wounding Tiller, threatened two others, and then escaped. No damage was reported and no group claimed responsibility. Scott Roeder was convicted for the murder.</p>    <p><b>People killed:</b> 1.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 0.0</p>    <p><b>Target:</b> Abortion Related    </div>","Wichita, Kansas",Point,"[-97.335579, 37.68698]"
-958152893,2009,5,31,217,United States,North America,Tennessee,Nashville,36.133571,-86.83692,"05/31/2009: An assailant attempted to throw an incendiary device into the residence of an Orthodox Jewish rabbi on Mockingbird Lane in Cherokee Park neighborhood, Nashville, Tennessee, United States. There were no reported casualties as the device bounced off the window and failed to ignite. This was one of two attacks carried out by the same assailant overnight. Abdulhakim Mujahid Muhammad claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Religious Figure,United States,Jihadi-inspired extremists,,1.0,1.0,1.0,Incendiary,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,,,Armed Assault,#E84C3D,#E84C3D,Armed Assault,2,0.0,Jihadi-inspired extremists,"    <div id='article_container'>    <h2>Jihadi-inspired extremists</h1>    <div id='headline'><h4 style='border-bottom: 5px solid #E84C3D'>Armed Assault</h2></div>    <p >05/31/2009: An assailant attempted to throw an incendiary device into the residence of an Orthodox Jewish rabbi on Mockingbird Lane in Cherokee Park neighborhood, Nashville, Tennessee, United States. There were no reported casualties as the device bounced off the window and failed to ignite. This was one of two attacks carried out by the same assailant overnight. Abdulhakim Mujahid Muhammad claimed responsibility for the incidents.</p>    <p><b>People killed:</b> 0.0 people</p>    <p><b>People Wounded:</b> 0.0.</p>    <p><b>Claimed the attack:</b> 1.0</p>    <p><b>Target:</b> Religious Figures/Institutions    </div>","Nashville, Tennessee",Point,"[-86.83692, 36.133571]"
