eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid
-161182890,2017,2,28,217,United States,North America,U.S. Virgin Islands,Charlotte Amalie,18.340668,-64.926876,"02/28/2017: An assailant threw firebombs at the Ron de Lugo Federal Building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Government (General),Government Building/Facility/Office,Virgin Islands (U.S.),Unknown,,1.0,1.0,0.0,Incendiary,,Firebombs were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-161182889,2017,2,28,217,United States,North America,U.S. Virgin Islands,Charlotte Amalie,18.339965,-64.930059,"02/28/2017: An assailant threw firebombs at the United States Coast Guard building in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,0,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Military,Military Barracks/Base/Headquarters/Checkpost,Virgin Islands (U.S.),Unknown,,1.0,1.0,0.0,Incendiary,,Firebombs were used in the attack.,0.0,0.0,0.0,Unknown,
-161182888,2017,2,28,217,United States,North America,U.S. Virgin Islands,Charlotte Amalie West,18.336551,-64.953661,"02/28/2017: An assailant threw firebombs at a United States Armed Forces recruiting office in Charlotte Amalie, Saint Thomas, United States Virgin Islands. There were no reported casualties. This was one of three coordinated attacks on this date. No group claimed responsibility for the incidents; however, sources identified the assailant as Spencer Wayne Allen, an unaffiliated individual.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Military,Military Recruiting Station/Academy,Virgin Islands (U.S.),Unknown,,1.0,1.0,0.0,Incendiary,,Firebombs were used in the attack.,0.0,0.0,0.0,Unknown,
-160432900,2017,3,3,217,United States,North America,Washington,Kent,47.403401,-122.174519,"03/03/2017: An assailant in a mask shouted ""Go back to your country"" and opened fire on a Sikh civilian outside his home in Kent, Washington, United States. The civilian was injured in the incident. No group claimed responsibility for the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Religion Identified,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailants yelled, ""Go back to your own country"" during the attack.",1.0,0.0,0.0,Firearms,,,0.0,0.0,1.0,,
-160362867,2017,3,10,217,United States,North America,Florida,Port St. Lucie,27.31804,-80.349962,"03/10/2017: An assailant set fire to an Indian-owned convenience store in Port St. Lucie, Florida, United States. There were no reported casualties, though the store was damaged in the attack. Richard Lloyd was arrested and confessed to carrying out the attack. Lloyd stated that he believed the store was owned by Muslims and that he wanted to ""run the Arabs out of our country.""",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Retail/Grocery/Bakery,United States,Anti-Arab extremists,"An unaffiliated individual, identified as Richard Leslie Lloyd, claimed responsibility for the incident and stated that he wanted to ""run the Arabs out of our country.""",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-160262871,2017,3,20,217,United States,North America,New York,New York City,40.697132,-73.931351,"03/20/2017: An assailant stabbed Timothy Caughman with a sword in Chelsea neighborhood, New York City, United States. Caughman, an African-American civilian, was killed in the attack. James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1.0,1.0,1.0,Melee,,A sword with an 18-inch blade was used in the attack.,1.0,0.0,0.0,,
-160242859,2017,3,22,217,United States,North America,North Dakota,Nome,46.679696,-97.810146,"03/22/2017: Assailants set fire to Zion Lutheran Church in Nome, North Dakota, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the church was recently purchased by a white supremacist, identified as Craig Cobb.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,House/Apartment/Residence,United States,Unknown,"The specific motive is unknown; however, sources noted that the church was recently purchased by a white supremacist.",-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-159402881,2017,4,6,217,United States,North America,North Carolina,Charlotte,35.203377,-80.74943,"04/06/2017: An assailant set fire to a Bhutanese-owned business on Albemarle Road in Charlotte, North Carolina, United States. There were no reported casualties in the attack. Curtis Flournoy claimed responsibility in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Unknown,"An unaffiliated individual, identified as Curtis Flournoy, claimed responsibility for the incident in a note left at the scene and stated that he was opposed to businesses owned by refugees and immigrants. The note was signed ""White America.""",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-159332889,2017,4,13,217,United States,North America,California,Fresno,36.795142,-119.791034,"04/13/2017: An assailant shot and killed Carl Williams, a security guard, at a Motel 6 in Fresno, California, United States. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the incident and stated that he targeted the victim because Williams had disrespected him. Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,1.0,1.0,0.0,Armed Assault,,,Business,Hotel/Resort,United States,Anti-White extremists,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted Carl Williams because he felt disrespected by him.",1.0,1.0,1.0,Firearms,,,1.0,0.0,0.0,,
-159282852,2017,4,18,217,United States,North America,California,Fresno,36.747696,-119.798892,"04/18/2017: An assailant opened fire on civilians in Fresno, California, United States. The assailant first fired on a Pacific Gas and Electric (PG&E) energy truck, killing Zackary David Randalls. He then fired on another vehicle but stopped after realizing the passengers were Hispanic and instead shot Mark James Gassett. Finally, the assailant fired on David Martin Jackson at a nearby bus stop. Three people were killed in the one-minute shooting spree before the assailant surrendered to police. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the attack and stated that he targeted the victims because he wanted to kill ""as many white males as possible."" Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Anti-White extremists,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted the victims because he wanted to kill ""as many white males as possible,"" who he believed ""were responsible for keeping the black people down.""",1.0,1.0,1.0,Firearms,,,3.0,0.0,0.0,Minor (likely < $1 million),
-159222880,2017,4,24,217,United States,North America,California,Vacaville,38.354542,-121.989794,"04/24/2017: Assailants set fire to a vehicle in Vacaville, California, United States. There were no reported casualties, but the vehicle was damaged in the attack. In a note left at the scene, the assailants spray-painted ""KKK"" (Ku Klux Klan) on the targeted vehicle.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,Vehicles/Transportation,United States,Ku Klux Klan,"In a note left at the scene, assailants spray-painted ""KKK"" on the targeted vehicle.",-99.0,0.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-159192884,2017,4,27,217,United States,North America,California,Fairfield,38.280951,-122.034046,"04/27/2017: An assailant threw a firebomb into an apartment in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."" Sources also noted that, prior to the attack, Jones allegedly had shouted racial slurs at the building's residents, who were African American.",1,0,1,1.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,House/Apartment/Residence,United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."" Sources also noted that prior to the attack, Jones allegedly shouted racial slurs at the building's residents, who were African American.",1.0,1.0,1.0,Incendiary,,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-159192883,2017,4,27,217,United States,North America,California,Fairfield,38.283344,-122.03495,"04/27/2017: An assailant threw a firebomb at an unoccupied vehicle in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement.""",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,Vehicles/Transportation,United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement.""",1.0,1.0,1.0,Incendiary,,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-159182889,2017,4,28,217,United States,North America,Kentucky,Lexington,38.052751,-84.493642,"04/28/2017: An assailant equipped with a machete entered a cafe at Transylvania University in Lexington, Kentucky, United States. The assailant asked customers about their political affiliation and stabbed civilians who identified as Democrats, injuring two people. The assailant also suffered self-inflicted injuries before being arrested by police. Mitchell Adkins, a right-wing extremist, claimed responsibility for the incident and had previously written an online post complaining of discrimination against conservatives on college campuses.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Political Party Member/Rally,United States,Right-wing extremists,"An unaffiliated individual, identified as Mitchell Adkins, claimed responsibility for the incident, asking individuals if they were a Democrat or a Republican, targeting those who answered Democrat.",1.0,1.0,1.0,Melee,,A machete and knives were used in the attack.,0.0,0.0,3.0,,
-159182883,2017,4,28,217,United States,North America,California,Fairfield,38.252277,-122.044673,"04/28/2017: An assailant threw a firebomb at the lobby of the Fairfield Police Department in Fairfield, California, United States. There were no reported casualties, but the police station was damaged in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement.""",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Police,"Police Building (headquarters, station, school)",United States,Unknown,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement.""",1.0,1.0,1.0,Incendiary,,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-158272855,2017,5,19,217,United States,North America,Florida,Tampa,28.088985,-82.403127,"05/19/2017: An assailant, identified as Devon Arthurs, shot and killed Jeremy Himmelman and Andrew Oneschuk at their shared apartment in Tampa, Florida, United States. This was one of two attacks by Arthurs on the same day. Arthurs claimed responsibility for the incident and stated that he had targeted Himmelman and Oneschuk, who were two of his roommates as well as alleged neo-Nazis and fellow members of the Atomwaffen Division, because they had ""disrespected"" his conversion to Islam in the year prior to the attack. He also made statements that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Named Civilian,United States,Muslim extremists,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he targeted his roommates because they had ""disrespected"" his conversion to Islam. He also stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",1.0,1.0,1.0,Firearms,,A rifle was used in the attack.,2.0,0.0,0.0,,
-158272854,2017,5,19,217,United States,North America,Florida,Tampa,28.088081,-82.404704,"05/19/2017: An assailant, identified as Devon Arthurs, held three people hostage at Green Planet Smoke Shop in Tampa, Florida, United States. Police arrived at the shop several minutes later, after which one hostage escaped and Arthurs released the remaining two hostages unharmed. This was one of two attacks by Arthurs on the same day. Arthurs, who had previously identified as a member of the neo-Nazi Atomwaffen Division, claimed responsibility for the incident and made statements during the attack that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0.0,1.0,0.0,Hostage Taking (Barricade Incident),,,Business,Retail/Grocery/Bakery,United States,Muslim extremists,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",1.0,1.0,1.0,Firearms,,A black semiautomatic pistol was used in the attack.,0.0,0.0,0.0,,3.0
-158262869,2017,5,20,217,United States,North America,Maryland,College Park,38.988155,-76.931633,"05/20/2017: An assailant stabbed Richard Collins III on the University of Maryland campus in College Park, Maryland, United States. Collins, an African American student from Bowie State University, was killed in the attack. No group claimed responsibility for the incident; however, authorities arrested Sean Urbanski, an unaffiliated individual, in connection with the attack. Sources also noted that Urbanski was a member of a Facebook group called ""Alt-Reich Nation.""",1,1,1,1.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailant, Sean Urbanski, was a member of a Facebook group called ""Alt-Reich Nation.""",1.0,1.0,0.0,Melee,,,1.0,0.0,0.0,,
-158202886,2017,5,26,217,United States,North America,Oregon,Portland,45.533293,-122.65353,"05/26/2017: An assailant armed with a knife shouted racial and religious slurs at two passengers on a MAX light rail train in Portland, Oregon, United States. The assailant then stabbed three passengers who attempted to intervene. Rick John Best and Taliesin Myrddin Namkai-Meche were killed and Micah David-Cole Fletcher was injured in the attack. Jeremy Joseph Christian, an anti-Muslim extremist, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Religion Identified,United States,Anti-Muslim extremists,"An unaffiliated individual, identified as Jeremy Joseph Christian, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1.0,1.0,1.0,Melee,,A knife was used in the attack.,2.0,0.0,1.0,,
-158202876,2017,5,26,217,United States,North America,New York,New York City,40.697132,-73.931351,"05/26/2017: Two assailants shouted homophobic slurs and assaulted a woman with an umbrella outside a store in Brooklyn, New York, United States. The woman suffered numerous cuts to her face during the incident. Police later arrested Alex Santiago in connection with the attack, but have not identified the second assailant.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Unnamed Civilian/Unspecified,United States,Anti-LGBT extremists,"The specific motive is unknown; however, sources noted that the assailants yelled homophobic slurs during the attack.",2.0,1.0,0.0,Melee,,A sharp-edged point of an umbrella was used in the attack.,0.0,0.0,1.0,,
-158172847,2017,5,29,217,United States,North America,Kentucky,Lexington,38.041374,-84.488595,"05/29/2017: An assailant fired at the Lexington Herald-Leader newspaper office in Lexington, Kentucky, United States. There were no reported injuries, but windows were damaged in the gunfire. No group claimed responsibility for the incident.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Journalists & Media,Newspaper Journalist/Staff/Facility,United States,Unknown,,-99.0,0.0,0.0,Firearms,,A firearm loaded with small-caliber ammunition was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-158162859,2017,5,30,217,United States,North America,New York,New York City,40.697132,-73.931351,"05/30/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. The civilian, Sailum Camarra, was injured, and the mosque was damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,,-99.0,0.0,0.0,Firearms,,A pellet gun was used in the attack.,0.0,0.0,1.0,Minor (likely < $1 million),
-157382865,2017,6,8,217,United States,North America,New York,New York City,40.697132,-73.931351,"06/08/2017: An assailant fired a pellet gun at the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,,-99.0,0.0,0.0,Firearms,,A pellet gun was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-157372863,2017,6,9,217,United States,North America,New York,New York City,40.697132,-73.931351,"06/09/2017: An assailant fired a pellet gun at a civilian outside the Masjid Ebun Abass mosque in the Bronx, New York, United States. There were no reported casualties, but the mosque's windows were damaged in the attack. No group claimed responsibility; however, police identified the incident as one of three similar attacks targeting the mosque over several weeks.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,,-99.0,0.0,0.0,Firearms,,A pellet gun was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-157322883,2017,6,14,217,United States,North America,Virginia,Alexandria,38.821582,-77.053422,"06/14/2017: An assailant opened fire on a Congressional Republican baseball practice at Eugene Simpson Stadium Park in Alexandria, Virginia, United States. At least six people, including House Majority Whip Steve Scalise and Representative Roger Williams, were injured before the assailant was shot and killed by Capitol Police officers. Sources identified the assailant as James T. Hodgkinson, who had previously criticized the policies of the Republican Party and President Donald Trump.",1,1,1,0.0,0.0,0.0,Assassination,,,Government (General),Politician or Political Party Movement/Meeting/Rally,United States,Anti-Republican extremists,"The specific motive is unknown; however, sources noted that James T. Hodgkinson was critical of President Donald Trump and Republicans. Sources also noted that he had written letters to a local newspaper ""blaming Republicans for what he considered an agenda favoring the wealthy.""",1.0,0.0,0.0,Firearms,Firearms,A 7.62-mm SKS semiautomatic rifle and a 9-mm handgun were used in the attack.,1.0,1.0,6.0,,
-157252890,2017,6,21,217,United States,North America,Michigan,Flint,42.973383,-83.738903,"06/21/2017: An assailant armed with a knife stabbed Lieutenant Jeff Neville at Bishop International Airport in Flint, Michigan, United States. Neville, a police officer, was injured in the attack. Amor Ftouhi claimed responsibility for the incident and made statements about deaths caused by the United States government in Syria, Iraq, and Afghanistan during the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-Government extremists,"An unaffiliated individual, identified as Amor Ftouhi, claimed responsibility for the incident and made statements about deaths in Syria, Iraq, and Afghanistan while carrying out the attack. Sources also noted that Ftouhi opposed the United States.",1.0,1.0,1.0,Melee,,A 12-inch knife was used in the attack.,0.0,0.0,1.0,,
-157202893,2017,6,26,217,United States,North America,New York,New York City,40.697132,-73.931351,"06/26/2017: An assailant set fire to a bus decorated with Jewish iconography in East Flatbush area, New York City, New York, United States. There were no reported casualties. No group claimed responsibility for the incident; however, police officials were investigating the incident as an anti-Semitic attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,Vehicles/Transportation,United States,Anti-Semitic extremists,"The specific motive is unknown; however, sources noted that the attack was anti-Semitic.",-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-156412864,2017,7,5,217,United States,North America,New York,Bronx,40.697132,-73.931351,"07/05/2017: At approximately 12:30 a.m., an assailant shot and killed New York Police Department (NYPD) Officer Miosotis Familia in the Bronx, New York, United States. NYPD officers pursued the perpetrator, identified as Alexander Bonds, who was killed in the shootout that followed. A bystander was also wounded by a stray bullet fired by police. No group claimed responsibility for the incident; however, sources stated that Bonds had previously expressed anti-police sentiment on social media.",1,1,1,1.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-Police extremists,"The specific motive is unknown; however, sources noted that Alexander Bonds had previously conveyed anti-police sentiment on social media.",1.0,0.0,0.0,Firearms,,A Ruger .38 revolver was used in the attack.,2.0,0.0,1.0,,
-156392886,2017,7,7,217,United States,North America,Texas,Dallas,32.762122,-96.774511,"07/07/2017: Assailants set fire to Abounding Prosperity, Inc., an African American Lesbian-Gay-Bi-Trans (LGBT) community center in Dallas, Texas, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to anti-LGBT extremists.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,Labor Union Related,United States,Anti-LGBT extremists,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-156382883,2017,7,8,217,United States,North America,Indiana,Columbus,39.117274,-86.043045,"07/08/2017: Assailants vandalized and set fire to the Ohio Chapel United Methodist Church near Columbus, Indiana, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-156372868,2017,7,9,217,United States,North America,Pennsylvania,Campbelltown,40.256711,-76.581162,"07/09/2017: Assailants set fire to a Energy Transfer Partners, L.P. portable toilet near Chestnut Hill and Kreider Roads in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected the incident was carried out by environmentalists.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Construction,United States,Environmentalists,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-156332851,2017,7,13,217,United States,North America,Pennsylvania,Campbelltown,40.256896,-76.581134,"07/13/2017: Assailants set fire to a portable toilet at a Sunoco pipeline construction site in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of environmental extremists in the attack.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Business,Construction,United States,Environmentalists,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-155422870,2017,8,4,217,United States,North America,Missouri,Kansas City,39.176086,-94.574127,"08/04/2017: A package delivered to an Internal Revenue Service (IRS) office made employees sick in Kansas City, Missouri, United States. At least 10 people reported being ill, which included vomiting and nausea. No group claimed responsibility for the attack.",1,1,1,0.0,1.0,0.0,Unarmed Assault,,,Government (General),"Government Personnel (excluding police, military)",United States,Unknown,,-99.0,0.0,0.0,Chemical,,"An unidentified toxic substance, which smelled like ammonia, was used in the attack.",0.0,0.0,10.0,,
-155412907,2017,8,5,217,United States,North America,Minnesota,Bloomington,44.854703,-93.264384,"08/05/2017: An assailant threw an explosive device into Dar Al-Farooq Mosque in Bloomington, Minnesota, United States. There were no reported casualties but an office in the mosque was damaged in the blast. No group claimed responsibility; however, sources attributed the attack to the White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Place of Worship,United States,White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,,3.0,3.0,0.0,Explosives,,A PVC pipe bomb containing black powder and diesel fuel was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-155342860,2017,8,12,217,United States,North America,Virginia,Charlottesville,38.029474,-78.479616,"08/12/2017: An assailant drove his vehicle into a crowd of counter-protesters at the intersection of 4th Street and Water Street in Charlottesville, Virginia, United States. One person, identified as Heather D. Heyer, was killed and 19 people were injured in the assault. No group claimed responsibility for the incident; however, police arrested James Alex Fields Jr., a neo-Nazi extremist, in connection with the attack.",1,1,1,0.0,1.0,0.0,Unarmed Assault,,,Private Citizens & Property,Protester,United States,Neo-Nazi extremists,,1.0,1.0,0.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,A silver Dodge Challenger was used in the attack.,1.0,0.0,19.0,Minor (likely < $1 million),
-155272886,2017,8,19,217,United States,North America,Texas,Houston,29.813822,-95.365295,"08/19/2017: An assailant was arrested while attempting to plant an explosive device at the Dick Dowling Confederate monument in Houston, Texas, United States. There were no reported casualties. No group claimed responsibility; however, sources identified the assailant as Andrew Cecil Schneck.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Private Citizens & Property,Memorial/Cemetery/Monument,United States,Unknown,"The specific motive is unknown; however, sources noted that the attempted attack occurred amid heated discussions over removing Confederate monuments.",1.0,1.0,0.0,Explosives,,A homemade explosive device was used in the attack.,0.0,0.0,0.0,,
-154352868,2017,9,11,217,United States,North America,Louisiana,Baton Rouge,30.451468,-91.187147,"09/11/2017: An assailant fired shots through the front door and living room of a home in Baton Rouge, Louisiana, United States. Two men were home at the time of the attack, but no one was injured. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1.0,1.0,0.0,Firearms,,,0.0,0.0,0.0,Minor (likely < $1 million),
-154342881,2017,9,12,217,United States,North America,Louisiana,Baton Rouge,30.449998,-91.154152,"09/12/2017: An assailant shot and killed Bruce Cofield, 59, on the 3400 block of Florida Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1.0,1.0,0.0,Firearms,,,1.0,0.0,0.0,,
-154322871,2017,9,14,217,United States,North America,Louisiana,Baton Rouge,30.420015,-91.184493,"09/14/2017: An assailant shot and killed Donald Smart 49, on the 3000 block of Alaska Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"The specific motive is unknown; however, sources suspected that the attack was racially motivated.",1.0,1.0,0.0,Firearms,,,1.0,0.0,0.0,,
-154222894,2017,9,24,217,United States,North America,Tennessee,Antioch,36.046771,-86.583081,"09/24/2017: An assailant opened fire on Burnette Chapel Church of Christ in Antioch, Tennessee, United States. One person was killed and eight others, including the assailant, were wounded in the attack. An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,"An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.",1.0,1.0,1.0,Firearms,,A pistol was used in the attack.,1.0,0.0,8.0,,
-153452894,2017,10,1,217,United States,North America,Nevada,Las Vegas,36.082645,-115.135925,"10/01/2017: An assailant opened fire from the Mandalay Bay Hotel on the Route 91 Harvest Festival concert in Las Vegas, Nevada, United States. At least 58 people were killed and 851 people were injured in the attack. The assailant shot and killed himself before police reached him. No group claimed responsibility for the incident; however, authorities identified the assailant as Stephen Paddock, an anti-government extremist. Witnesses overheard Paddock espousing anger over the 1990s standoffs in Waco, Texas and Ruby Ridge, Idaho. Paddock also expressed concern over the US government ""confiscating guns.""",1,1,1,0.0,1.0,0.0,Armed Assault,,,Business,Entertainment/Cultural/Stadium/Casino,United States,Anti-Government extremists,,1.0,0.0,0.0,Firearms,,AR-15 semiautomatic rifles equipped with bump stocks were used in the attack.,59.0,1.0,851.0,Unknown,
